"date","theme","topic","index_within_date","new_word","theme_upper","category","content_length"
2022-01-05,"OFFICIAL"," Revised guidelines for Home Isolation of mild or asymptomatic COVID-19 cases.pdf",1," Revised guidelines for Home Isolation of mild or asymptomatic COVID-19 cases","OFFICIAL","OFFICIAL",11
2022-01-07,"TRAVEL_ADVISORY"," Algorithm for revised guidelines for international arrivals_7th January 2022.pdf",1," Algorithm for revised guidelines for international arrivals_7th January 2022","TRAVEL_ADVISORY","TRAVEL_ADVISORY",9
2022-01-07,"TRAVEL_ADVISORY"," Revised Guidelines for International Arrivals dated 7th January 2022.pdf",2," Revised Guidelines for International Arrivals dated 7th January 2022","TRAVEL_ADVISORY","TRAVEL_ADVISORY",9
2022-01-07,"TRAVEL_ADVISORY","List of Countries to be referred to in context of 'Guidelines for international arrivals' dated 7th January 2022.pdf",3,"List of Countries to be referred to in context of 'Guidelines for international arrivals' dated 7th January 2022","TRAVEL_ADVISORY","TRAVEL_ADVISORY",18
2022-01-09,"HOSPITALS"," Revised Advisory for managing Health Care Workers (HCWs) working in COVID and Non-COVID areas of the Health Care Facilities (updated on 9th January 2022).pdf",1," Revised Advisory for managing Health Care Workers (HCWs) working in COVID and Non-COVID areas of the Health Care Facilities (updated on 9th January 2022)","HOSPITALS","HOSPITALS",24
2022-01-09,"HOSPITALS"," Revised Discharge Policy for COVID-19 (updated on 9th January 2022).pdf",2," Revised Discharge Policy for COVID-19 (updated on 9th January 2022)","HOSPITALS","HOSPITALS",10
2022-01-09,"OFFICIAL"," Revised Advisory for managing Health Care Workers (HCWs) working in COVID and Non-COVID areas of the Health Care Facilities (updated on 9th January 2022).pdf",1," Revised Advisory for managing Health Care Workers (HCWs) working in COVID and Non-COVID areas of the Health Care Facilities (updated on 9th January 2022)","OFFICIAL","OFFICIAL",24
2022-01-09,"OFFICIAL"," Revised Discharge Policy for COVID-19 (updated on 9th January 2022).pdf",2," Revised Discharge Policy for COVID-19 (updated on 9th January 2022)","OFFICIAL","OFFICIAL",10
2022-01-12,"AWARENESS"," Revised (Illustrated) Guidelines for Home Isolation of Mild Asymptomatic COVID-19 Cases.pdf",1," Revised (Illustrated) Guidelines for Home Isolation of Mild Asymptomatic COVID-19 Cases","AWARENESS","AWARENESS",11
2022-01-17,"HOSPITALS"," Clinical Guidance for Management of Adult Covid-19 Patients (updated as on 17th January 2022).pdf",1," Clinical Guidance for Management of Adult Covid-19 Patients (updated as on 17th January 2022)","HOSPITALS","HOSPITALS",14
2022-01-20,"HOSPITALS"," Revised Comprehensive Guidelines for Management of COVID-19 in Children and Adolescents (below 18 years).pdf",1," Revised Comprehensive Guidelines for Management of COVID-19 in Children and Adolescents (below 18 years)","HOSPITALS","HOSPITALS",14
2022-01-20,"OFFICIAL"," Revised Comprehensive Guidelines for Management of COVID-19 in Children and Adolescents (below 18 years).pdf",1," Revised Comprehensive Guidelines for Management of COVID-19 in Children and Adolescents (below 18 years)","OFFICIAL","OFFICIAL",14
2022-01-20,"TRAVEL_ADVISORY"," Revised Guidelines for International Arrivals dated 20th January 2022.pdf",1," Revised Guidelines for International Arrivals dated 20th January 2022","TRAVEL_ADVISORY","TRAVEL_ADVISORY",9
2022-02-21,"OFFICIAL"," Public Notice regarding Environment and Social Management Framework (ESMF) for India COVID-19 Emergency Response and Health Systems Preparedness Project(P173836).pdf",1," Public Notice regarding Environment and Social Management Framework (ESMF) for India COVID-19 Emergency Response and Health Systems Preparedness Project(P173836)","OFFICIAL","OFFICIAL",19
2022-03-21,"CITIZENS"," Guidelines for Covid-19 Vaccination of Children Between 12-14 Years of Age.pdf",1," Guidelines for Covid-19 Vaccination of Children Between 12-14 Years of Age","CITIZENS","CITIZENS",11
2022-03-21,"OFFICIAL"," Guidelines for Covid-19 Vaccination of Children Between 12-14 Years of Age.pdf",1," Guidelines for Covid-19 Vaccination of Children Between 12-14 Years of Age","OFFICIAL","OFFICIAL",11
2022-06-09,"OFFICIAL"," Operational Guidelines for Revised Surveillance Strategy in context of COVID-19.pdf",1," Operational Guidelines for Revised Surveillance Strategy in context of COVID-19","OFFICIAL","OFFICIAL",10
2022-09-02,"TRAVEL_ADVISORY"," Guidelines for International arrivals (updated on 2nd September 2022).pdf",1," Guidelines for International arrivals (updated on 2nd September 2022)","TRAVEL_ADVISORY","TRAVEL_ADVISORY",9
2022-09-27,"AWARENESS"," FAQs on COVID-19 Vaccines and Vaccination program.pdf",1," FAQs on COVID-19 Vaccines and Vaccination program","AWARENESS","AWARENESS",7
2022-11-17,"TRAVEL_ADVISORY","List of Countries Regions in respect of which primary vaccination schedule completion certificate is allowed to be considered (in context of guidelines for international arrivals updated on 2nd September 2022).pdf",1,"List of Countries Regions in respect of which primary vaccination schedule completion certificate is allowed to be considered (in context of guidelines for international arrivals updated on 2nd September 2022)","TRAVEL_ADVISORY","TRAVEL_ADVISORY",30
2022-12-29,"TRAVEL_ADVISORY","Guidelines for International arrivals (updated on 29th December 2022).pdf",1,"Guidelines for International arrivals (updated on 29th December 2022)","TRAVEL_ADVISORY","TRAVEL_ADVISORY",9
2023-02-10,"TRAVEL_ADVISORY"," Guidelines for International Arrivals (updated on 10th February 2023).pdf",1," Guidelines for International Arrivals (updated on 10th February 2023)","TRAVEL_ADVISORY","TRAVEL_ADVISORY",9
